Technique,Ordered Name,Coefficient
Forward Stepwise Regression,"('alunite5.spc Alunite HS295.3B', 'analcime.spc Analcime GDS1', 'alunite6.spc Alunite SUSTDA-20', 'dickite2.spc Dickite NMNH46967')","(0.27087491973902356, 0.17863032502462792, 0.06482232611921737, 0.047173520729779234)"
Forward Stepwise Regression,"('alunite1.spc Alunite GDS84 Na03', 'analcime.spc Analcime GDS1', 'brucite.spc Brucite HS247.3B', 'alunite6.spc Alunite SUSTDA-20', 'vermicu2.spc Vermiculite VTx-1.a <250')","(0.3082727883147122, 0.10046135634628978, 0.02922221535308765, 0.01726376886927959, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'niter.spc Niter GDS43 (K-Saltpeter)', 'rhodoch2.spc Rhodochrosite HS67 <250um', 'alunite1.spc Alunite GDS84 Na03')","(0.05822330890372241, 0.01026133656439528, 0.0, 0.0)"
Forward Stepwise Regression,"('alunite1.spc Alunite GDS84 Na03', 'alunite6.spc Alunite SUSTDA-20', 'analcime.spc Analcime GDS1', 'antigor1.spc Antigorite NMNH96917 >250')","(0.2505556435081734, 0.11221864340509222, 0.10711169246435394, 0.0)"
Forward Stepwise Regression,"('alunite5.spc Alunite HS295.3B', 'analcime.spc Analcime GDS1', 'teepleit.spc Teepleite+Tron NMNH102798', 'dolomit2.spc Dolomite COD2005', 'alunite6.spc Alunite SUSTDA-20', 'howlite.spc Howlite GDS155')","(0.3750270687958161, 0.10890803237892381, 0.07724645054439187, 0.06305835398493363, 0.0355332812041847, 0.03438249708157601)"
Forward Stepwise Regression,"('alunite1.spc Alunite GDS84 Na03', 'analcime.spc Analcime GDS1', 'alunite6.spc Alunite SUSTDA-20')","(0.35248125328811175, 0.15616277073537901, 0.025601720049774946)"
Forward Stepwise Regression,"('alunite1.spc Alunite GDS84 Na03', 'analcime.spc Analcime GDS1', 'alunite4.spc Alunite AL706 Na', 'tremoli1.spc Tremolite HS18.3', 'a-chlori.spc Ammonium_Chloride GDS77')","(0.3261053517788189, 0.13504598479947355, 0.04794108567042088, 0.04378374736677001, 0.00023888139173021948)"
Forward Stepwise Regression,"('alunite5.spc Alunite HS295.3B', 'rivadavi.spc Rivadavite NMNH170164', 'analcime.spc Analcime GDS1', 'dolomit2.spc Dolomite COD2005', 'alunite6.spc Alunite SUSTDA-20', 'pinnoite.spc Pinnoite NMNH123943', 'jarosit1.spc Jarosite GDS99 K-y 200C', 'thuring3.spc Thuringite SMR-15.c  32um')","(0.3614191759050176, 0.12411278988673899, 0.1219612320362294, 0.06125562372620998, 0.04927159651490933, 0.006276046457946548, 0.003469115480179514, 0.0)"
Forward Stepwise Regression,"('alunite1.spc Alunite GDS84 Na03', 'analcime.spc Analcime GDS1', 'alunite6.spc Alunite SUSTDA-20', 'topazi.spc Topaz HS184.3B')","(0.3690924572765457, 0.1283990979667438, 0.03542945395990982, 0.0)"
Forward Stepwise Regression,"('alunite5.spc Alunite HS295.3B', 'analcime.spc Analcime GDS1', 'jarosit6.spc Jarosite JR2501 K', 'alunite6.spc Alunite SUSTDA-20')","(0.48422105915465385, 0.16052337892572618, 0.08391640479684777, 0.036760656553290694)"
